Id,Label,Type,Class
mi,mi,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
mi,mi,Character,Primary Character
Fanny,Fanny,Character,Family Character
mamma,mamma,Character,Family Character
madre,madre,Character,Family Character
sua sorellina,sua sorellina,Character,Family Character
Fadigati,Fadigati,Character,Primary Character
Ernesto,Ernesto,Character,Family Character
Fadigati,Fadigati,Character,Primary Character
Fanny,Fanny,Character,Family Character
signori Lavezzoli,signori Lavezzoli,Character,Bourgeoisie Character
mi,mi,Character,Primary Character
signora Lavezzoli,signora Lavezzoli,Character,Bourgeoisie Character
Lavezzoli,Lavezzoli,Character,Bourgeoisie Character
padre,padre,Character,Family Character
madre,madre,Character,Family Character
padre,padre,Character,Family Character
dottore,dottore,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
Omero,Omero,Character,Cultural Character
padre,padre,Character,Family Character
Orazio,Orazio,Character,Cultural Character
Deliliers,Deliliers,Character,Primary Character
famiglia Lavezzoli,famiglia Lavezzoli,Character,Bourgeoisie Character
Fadigati,Fadigati,Character,Primary Character
signora Lavezzoli,signora Lavezzoli,Character,Bourgeoisie Character
Deliliers,Deliliers,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
padre,padre,Character,Family Character
signora Lavezzoli,signora Lavezzoli,Character,Bourgeoisie Character
io,io,Character,Primary Character
ragazzi Lavezzoli,ragazzi Lavezzoli,Character,Bourgeoisie Character
Caffè Zanarini,Caffè Zanarini,Place,Adriatic Region's Locations
io,io,Character,Primary Character
me,me,Character,Primary Character
Franco,Franco,Character,Bourgeoisie Character
Gilberto Lavezzoli,Gilberto Lavezzoli,Character,Bourgeoisie Character
Cristina,Cristina,Character,Bourgeoisie Character
intera famiglia,intera famiglia,Character,Bourgeoisie Character
Fadigati,Fadigati,Character,Primary Character
Melozzo,Melozzo,Character,Cultural Character
Fadigati,Fadigati,Character,Primary Character
Cristina,Cristina,Character,Bourgeoisie Character
Fadigati,Fadigati,Character,Primary Character
Adriatico,Adriatico,Place,Adriatic Region's Locations
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
signora Lavezzoli,signora Lavezzoli,Character,Bourgeoisie Character
mi,mi,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
signora Lavezzoli,signora Lavezzoli,Character,Bourgeoisie Character
padre,padre,Character,Family Character
mi,mi,Character,Primary Character
Riccione,Riccione,Place,Adriatic Region's Locations
madre,madre,Character,Family Character
mia,mia,Character,Primary Character
papà,papà,Character,Family Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
signora Lavezzoli,signora Lavezzoli,Character,Bourgeoisie Character
signora Lavezzoli,signora Lavezzoli,Character,Bourgeoisie Character
due maschi,due maschi,Character,Bourgeoisie Character
Cristina,Cristina,Character,Bourgeoisie Character
Fanny,Fanny,Character,Family Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Ernesto,Ernesto,Character,Family Character
padre,padre,Character,Family Character
fratello,fratello,Character,Family Character
mi,mi,Character,Primary Character
Fanny,Fanny,Character,Family Character
Fadigati,Fadigati,Character,Primary Character
mi,mi,Character,Primary Character
Franco,Franco,Character,Bourgeoisie Character
Gilberto,Gilberto,Character,Bourgeoisie Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
signora Lavezzoli,signora Lavezzoli,Character,Bourgeoisie Character
Grand Hôtel,Grand Hôtel,Place,Adriatic Region's Locations
Deliliers,Deliliers,Character,Primary Character
io,io,Character,Primary Character
Mi,Mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
me,me,Character,Primary Character
Eraldo,Eraldo,Character,Primary Character
Deliliers,Deliliers,Character,Primary Character
io,io,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
Zanarini,Zanarini,Place,Adriatic Region's Locations
Rimini,Rimini,Place,Adriatic Region's Locations
Ferrara,Ferrara,Place,Ferrara's Locations
mi,mi,Character,Primary Character
Deliliers,Deliliers,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Riccione,Riccione,Place,Adriatic Region's Locations
padre,padre,Character,Family Character
Fadigati,Fadigati,Character,Primary Character
padre,padre,Character,Family Character
madre,madre,Character,Family Character
Fanny,Fanny,Character,Family Character
mia,mia,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
signora Lavezzoli,signora Lavezzoli,Character,Bourgeoisie Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
padre,padre,Character,Family Character
io,io,Character,Primary Character
Mi,Mi,Character,Primary Character
mio,mio,Character,Primary Character
padre,padre,Character,Family Character
madre,madre,Character,Family Character
mi,mi,Character,Primary Character
San Leo,San Leo,Place,Adriatic Region's Locations
Carpegna,Carpegna,Place,Adriatic Region's Locations
Ferrara,Ferrara,Place,Ferrara's Locations
mi,mi,Character,Primary Character
Tubi,Tubi,Character,Others
mia,mia,Character,Primary Character
Vittorio Molon,Vittorio Molon,Character,Student Character
Nino Bottecchiari,Nino Bottecchiari,Character,Student Character
me,me,Character,Primary Character
Mura degli Angeli,Mura degli Angeli,Place,Ferrara's Locations
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
chiesa di San Cristoforo,chiesa di San Cristoforo,Place,Ferrara's Locations
castello Estense,castello Estense,Place,Ferrara's Locations
duomo,duomo,Place,Ferrara's Locations
Mi,Mi,Character,Primary Character
mia,mia,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mia,mia,Character,Primary Character
Caffè della Borsa,Caffè della Borsa,Place,Ferrara's Locations
corso Roma,corso Roma,Place,Ferrara's Locations
mio,mio,Character,Primary Character
Nino Bottecchiari,Nino Bottecchiari,Character,Student Character
mi,mi,Character,Primary Character
Ferrara,Ferrara,Place,Ferrara's Locations
mi,mi,Character,Primary Character
Nino,Nino,Character,Student Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Mi,Mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Nino,Nino,Character,Student Character
cameriere Giovanni,cameriere Giovanni,Character,Others
farmacia Barilari,farmacia Barilari,Place,Ferrara's Locations
Nino,Nino,Character,Student Character
me,me,Character,Primary Character
Mi,Mi,Character,Primary Character
Aretusi,Aretusi,Character,Others
Sturla,Sturla,Character,Others
Bellistracci,Bellistracci,Character,Others
Bolognesi,Bolognesi,Character,Others
Gino Cariani,Gino Cariani,Character,Others
Cariani,Cariani,Character,Others
Aretusi,Aretusi,Character,Others
Sciagura,Sciagura,Character,Others
Nino,Nino,Character,Student Character
mi,mi,Character,Primary Character
corso Roma,corso Roma,Place,Ferrara's Locations
Mi,Mi,Character,Primary Character
Giovecca,Giovecca,Place,Others
Nino,Nino,Character,Student Character
mi,mi,Character,Primary Character
Giovanni,Giovanni,Character,Others
duomo,duomo,Place,Ferrara's Locations
Moena,Moena,Place,Others
Val di Fassa,Val di Fassa,Place,Others
Nino,Nino,Character,Student Character
mi,mi,Character,Primary Character
zio Mauro,zio Mauro,Character,Others
Dolomiti,Dolomiti,Place,Others
mi,mi,Character,Primary Character
Arcivescovado,Arcivescovado,Place,Others
Nino,Nino,Character,Student Character
corso Roma,corso Roma,Place,Ferrara's Locations
Nino,Nino,Character,Student Character
Deliliers,Deliliers,Character,Primary Character
Riccione,Riccione,Place,Adriatic Region's Locations
mi,mi,Character,Primary Character
Nino,Nino,Character,Student Character
Riccione,Riccione,Place,Adriatic Region's Locations
Fadigati,Fadigati,Character,Primary Character
Moena,Moena,Place,Others
Deliliers,Deliliers,Character,Primary Character
Parigi,Parigi,Place,Others
me,me,Character,Primary Character
Ferrara,Ferrara,Place,Ferrara's Locations
Bologna,Bologna,Place,Bologna's Locations
Francia,Francia,Place,Others
Francia,Francia,Place,Others
Italia,Italia,Place,Others
me,me,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Arcivescovado,Arcivescovado,Place,Others
via Gorgadello,via Gorgadello,Place,Ferrara's Locations
piazza Cattedrale,piazza Cattedrale,Place,Ferrara's Locations
io,io,Character,Primary Character
San Carlo,San Carlo,Place,Ferrara's Locations
duomo,duomo,Place,Ferrara's Locations
mi,mi,Character,Primary Character
Palazzo Arcivescovile,Palazzo Arcivescovile,Place,Ferrara's Locations
mio,mio,Character,Primary Character
Nino Bottecchiari,Nino Bottecchiari,Character,Student Character
mia,mia,Character,Primary Character
mi,mi,Character,Primary Character
Cenzo,Cenzo,Character,Others
Cenzo,Cenzo,Character,Others
Nino,Nino,Character,Student Character
io,io,Character,Primary Character
me,me,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
ghetto,ghetto,Place,Ferrara's Locations
via Mazzini,via Mazzini,Place,Ferrara's Locations
via Vignatagliata,via Vignatagliata,Place,Ferrara's Locations
vicolo mozzo Torcicoda,vicolo mozzo Torcicoda,Place,Ferrara's Locations
Nino,Nino,Character,Student Character
zio Mauro,zio Mauro,Character,Others
Italia,Italia,Place,Others
Germania,Germania,Place,Others
mi,mi,Character,Primary Character
zio,zio,Character,Others
mia,mia,Character,Primary Character
mio,mio,Character,Primary Character
nostro Paese,nostro Paese,Place,Others
Ferrara,Ferrara,Place,Ferrara's Locations
Ferrara,Ferrara,Place,Ferrara's Locations
Geremia Tabet,Geremia Tabet,Character,Others
Carlo Aretusi,Carlo Aretusi,Character,Others
Vezio Sturla,Vezio Sturla,Character,Others
Osvaldo Bellistracci,Osvaldo Bellistracci,Character,Others
Bolognesi,Bolognesi,Character,Others
Corcos,Corcos,Character,Others
Elia Corcos,Elia Corcos,Character,Others
padre,padre,Character,Family Character
avvocato Lattes,avvocato Lattes,Character,Others
Bruno,Bruno,Character,Historical Character
Ferrara,Ferrara,Place,Ferrara's Locations
Finzi,Finzi,Character,Others
Alberto,Alberto,Character,Others
Finzi,Finzi,Character,Others
Ferrara,Ferrara,Place,Ferrara's Locations
corso Ercole,corso Ercole,Place,Ferrara's Locations
io,io,Character,Primary Character
mi,mi,Character,Primary Character
Gino Cariani,Gino Cariani,Character,Others
io,io,Character,Primary Character
Cariani,Cariani,Character,Others
padre,padre,Character,Family Character
Cariani,Cariani,Character,Others
zio Mauro,zio Mauro,Character,Others
mi,mi,Character,Primary Character
io,io,Character,Primary Character
Nino,Nino,Character,Student Character
mia,mia,Character,Primary Character
mio,mio,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Io,Io,Character,Primary Character
me,me,Character,Primary Character
Bologna,Bologna,Place,Bologna's Locations
Fadigati,Fadigati,Character,Primary Character
via Bomporto,via Bomporto,Place,Ferrara's Locations
mi,mi,Character,Primary Character
Italia settentrionale,Italia settentrionale,Place,Others
Condorelli,Condorelli,Character,Others
Beppe,Beppe,Character,Others
Ilario,Ilario,Character,Others
grande Baùsi,grande Baùsi,Character,Others
Ferrara,Ferrara,Place,Ferrara's Locations
Fadigati,Fadigati,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
via Ripagrande,via Ripagrande,Place,Ferrara's Locations
Montagnone,Montagnone,Place,Ferrara's Locations
io,io,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
Mi,Mi,Character,Primary Character
Mi,Mi,Character,Primary Character
via Gorgadello,via Gorgadello,Place,Ferrara's Locations
Montagnone,Montagnone,Place,Ferrara's Locations
Fadigati,Fadigati,Character,Primary Character
Acquedotto,Acquedotto,Place,Ferrara's Locations
Fadigati,Fadigati,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
Mi,Mi,Character,Primary Character
mi,mi,Character,Primary Character
io,io,Character,Primary Character
Deliliers,Deliliers,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
io,io,Character,Primary Character
me,me,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
mia,mia,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
madre,madre,Character,Family Character
mi,mi,Character,Primary Character
Mi,Mi,Character,Primary Character
mi,mi,Character,Primary Character
Mi,Mi,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
mamma,mamma,Character,Family Character
mi,mi,Character,Primary Character
Fanny,Fanny,Character,Family Character
padre,padre,Character,Family Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
dottore,dottore,Character,Primary Character
Mi,Mi,Character,Primary Character
papà,papà,Character,Family Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
via Gorgadello,via Gorgadello,Place,Ferrara's Locations
Acquedotto,Acquedotto,Place,Ferrara's Locations
via Garibaldi,via Garibaldi,Place,Ferrara's Locations
via Garibaldi,via Garibaldi,Place,Ferrara's Locations
Spianata,Spianata,Place,Ferrara's Locations
via Piangipane,via Piangipane,Place,Ferrara's Locations
mi,mi,Character,Primary Character
padre,padre,Character,Family Character
madre,madre,Character,Family Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Pontelagoscuro,Pontelagoscuro,Place,Ferrara's Locations
Fadigati,Fadigati,Character,Primary Character
mi,mi,Character,Primary Character
io,io,Character,Primary Character
mia,mia,Character,Primary Character
Fanny,Fanny,Character,Family Character
Mi,Mi,Character,Primary Character
mi,mi,Character,Primary Character
Excelsior,Excelsior,Place,Ferrara's Locations
mi,mi,Character,Primary Character
mamma,mamma,Character,Family Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Fadigati,Fadigati,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Ferrara,Ferrara,Place,Ferrara's Locations
Listone,Listone,Place,Ferrara's Locations
via Bersaglieri del Po,via Bersaglieri del Po,Place,Ferrara's Locations
via Cairoli,via Cairoli,Place,Ferrara's Locations
mi,mi,Character,Primary Character
via Savonarola,via Savonarola,Place,Ferrara's Locations
chiesa di San Girolamo,chiesa di San Girolamo,Place,Ferrara's Locations
mi,mi,Character,Primary Character
Cenzo,Cenzo,Character,Others
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
me,me,Character,Primary Character
Bologna,Bologna,Place,Bologna's Locations
Torino,Torino,Place,Others
Carpi,Carpi,Place,Others
mamma,mamma,Character,Family Character
fratello,fratello,Character,Family Character
Ernesto,Ernesto,Character,Family Character
Parigi,Parigi,Place,Others
Italia,Italia,Place,Others
Milano,Milano,Place,Others
Ferrara,Ferrara,Place,Ferrara's Locations
papà,papà,Character,Family Character
Ernesto,Ernesto,Character,Family Character
Nino Bottecchiari,Nino Bottecchiari,Character,Student Character
Fanny,Fanny,Character,Family Character
mamma,mamma,Character,Family Character
Ernesto,Ernesto,Character,Family Character
padre,padre,Character,Family Character
Elisa,Elisa,Character,Family Character
mamma,mamma,Character,Family Character
Ernesto,Ernesto,Character,Family Character
papà,papà,Character,Family Character
mamma,mamma,Character,Family Character
papà,papà,Character,Family Character
mia,mia,Character,Primary Character
mio,mio,Character,Primary Character
io,io,Character,Primary Character
mi,mi,Character,Primary Character
mamma,mamma,Character,Family Character
padre,padre,Character,Family Character
Credito Italiano,Credito Italiano,Place,Ferrara's Locations
Geremia Tabet,Geremia Tabet,Character,Others
Ferrara,Ferrara,Place,Ferrara's Locations
Sua Eccellenza Bocchini,Sua Eccellenza Bocchini,Character,Others
Credito,Credito,Place,Ferrara's Locations
Tabet,Tabet,Character,Others
padre,padre,Character,Family Character
Roma,Roma,Place,Others
Viminale,Viminale,Place,Others
Sua Eccellenza,Sua Eccellenza,Character,Others
dottor Corazza,dottor Corazza,Character,Others
avvocato,avvocato,Character,Bourgeoisie Character
Bocchini,Bocchini,Character,Others
Tabet,Tabet,Character,Others
Italia,Italia,Place,Others
Bocchini,Bocchini,Character,Others
Duce,Duce,Character,Historical Character
Italia,Italia,Place,Others
Germania,Germania,Place,Others
Duce,Duce,Character,Historical Character
Capo della Polizia,Capo della Polizia,Character,Others
mamma,mamma,Character,Family Character
Mussolini,Mussolini,Character,Historical Character
Elisa,Elisa,Character,Family Character
padre,padre,Character,Family Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Elisa,Elisa,Character,Family Character
papà,papà,Character,Family Character
Capo della Polizia,Capo della Polizia,Character,Others
padre,padre,Character,Family Character
mi,mi,Character,Primary Character
mio,mio,Character,Primary Character
Torino,Torino,Place,Others
Cenzo,Cenzo,Character,Others
mi,mi,Character,Primary Character
padre,padre,Character,Family Character
padre,padre,Character,Family Character
Io,Io,Character,Primary Character
mi,mi,Character,Primary Character
mio,mio,Character,Primary Character
io,io,Character,Primary Character
Elisa,Elisa,Character,Family Character
padre,padre,Character,Family Character
mamma,mamma,Character,Family Character
padre,padre,Character,Family Character
mio,mio,Character,Primary Character
mi,mi,Character,Primary Character
PONTELAGOSCURO,PONTELAGOSCURO,Place,Ferrara's Locations
mi,mi,Character,Primary Character
mi,mi,Character,Primary Character
Elisa,Elisa,Character,Family Character
Fadigati,Fadigati,Character,Primary Character
